d1,d2,type
921,560,25
620,0,45
515,757,25
971,353,75
549,242,25
1552,31,25
28,499,25
1222,840,5
936,443,25
331,374,9
185,824,25
106,515,25
1192,81,8
1023,528,16
419,1370,53
1258,776,6
468,774,25
1112,183,12
227,855,25
1024,364,45
1192,222,9
462,274,25
1089,177,25
508,1458,8
241,1227,5
502,499,9
443,709,25
816,227,25
1329,86,5
438,1213,66
716,916,51
312,648,25
662,852,5
888,1414,25
661,1304,9
656,755,25
294,699,14
236,873,25
89,1510,25
785,1536,5
619,97,9
578,1458,8
1491,299,0
1526,718,9
246,816,9
404,34,5
401,89,5
718,403,6
1009,66,36
42,1362,25
530,691,45
586,582,71
1383,1458,8
366,1337,25
635,835,25
1174,452,44
1324,659,53
25,116,5
33,274,66
123,1275,12
594,869,25
950,44,5
378,109,5
162,635,25
42,162,25
97,69,8
1257,1486,0
942,856,75
389,59,66
757,914,6
694,1392,5
945,203,25
136,254,25
204,241,75
173,1304,9
1333,1461,9
1067,969,5
116,717,5
850,408,57
116,308,5
1293,294,12
905,1141,25
1062,1147,25
1438,974,34
1361,703,34
290,402,9
308,155,5
479,1505,25
830,89,5
1094,249,68
151,147,6
454,265,5
473,707,25
786,303,63
437,520,53
55,456,12
819,1434,9
75,259,5
574,815,9
415,970,25
394,686,25
126,899,57
44,63,75
436,527,25
627,346,5
667,889,25
930,1136,9
286,852,63
943,844,25
750,784,25
960,762,9
556,394,25
560,910,66
133,202,25
1485,24,5
172,265,5
168,116,5
706,943,25
492,1479,25
240,752,63
171,1112,45
185,923,9
1041,1009,34
153,308,12
167,384,25
1454,210,11
510,38,5
1190,560,6
260,195,25
1194,836,25
1194,47,5
651,863,25
1049,657,5
876,84,25
220,989,8
120,713,53
713,1260,25
754,1057,53
1203,888,6
1052,861,25
800,290,5
916,776,8
1192,543,9
650,1345,1
892,1047,25
605,805,25
256,1023,25
69,881,9
1145,1317,5
626,969,5
1194,1458,6
1452,450,9
780,94,6
48,912,9
603,44,5
289,667,25
891,1076,8
568,1171,25
1160,989,8
1390,253,53
960,964,25
564,1002,76
1046,650,53
942,1444,5
204,394,25
1194,684,40
406,762,9
579,1050,25
1026,1366,34
579,521,25
796,871,5
382,1416,9
683,639,25
682,979,25
328,797,58
1005,862,66
5,1369,5
1510,1453,55
1477,780,20
1547,38,5
282,1131,66
734,763,25
1367,321,9
524,27,5
1037,953,76
1296,807,14
913,374,5
439,1108,3
520,322,25
855,412,9
116,517,9
1198,888,6
851,1227,5
441,1394,44
272,352,25
801,282,75
905,1384,9
1185,181,5
1202,1203,46
970,401,50
575,784,12
1167,203,34
1009,932,8
1155,1322,9
103,144,31
287,148,9
1119,912,25
902,1345,25
426,543,9
1260,1112,45
1029,81,5
633,122,5
439,455,9
436,1127,25
1419,989,8
933,1384,9
906,602,36
970,1386,25
955,1479,66
1461,762,5
436,1386,25
574,757,25
968,27,5
950,969,9
1219,950,9
628,59,64
803,58,12
199,1057,50
963,176,5
989,914,6
1210,954,8
749,717,5
749,105,5
125,227,66
125,409,66
415,403,6
728,69,5
1213,409,5
728,306,5
1307,1016,8
28,5,60
943,458,25
134,369,25
905,945,25
477,1222,9
1207,511,25
401,855,73
459,1373,5
885,871,5
275,1237,75
1055,612,25
802,888,6
512,1040,25
302,106,5
174,1394,44
631,673,25
989,653,37
436,328,25
314,301,75
1180,943,8
263,99,5
667,1164,9
296,1352,25
822,0,9
464,1487,9
44,290,75
381,1040,66
1129,749,9
216,1302,9
761,786,8
409,46,5
1256,1477,0
763,889,25
18,444,5
216,731,9
1128,755,25
763,248,25
369,1470,9
1122,3,25
515,703,25
902,710,25
166,1030,44
572,210,66
760,155,5
1167,1112,45
492,574,25
331,124,5
284,352,53
724,889,75
127,1216,5
655,948,66
48,605,51
549,1414,25
264,1001,76
284,933,53
544,174,9
1479,922,25
71,412,8
1282,242,34
263,1217,5
913,1136,5
201,887,53
91,101,25
1439,1058,25
1018,761,0
910,553,25
559,363,25
464,902,25
1417,808,8
275,1487,9
241,921,25
1174,1064,9
855,157,9
884,1213,66
241,1384,9
444,710,25
855,826,41
50,968,9
485,989,6
89,798,5
366,914,6
219,5,9
1452,1028,9
1414,475,25
27,861,25
883,1305,25
287,796,25
409,1334,75
367,1049,25
1299,753,63
1030,60,5
977,856,71
926,842,63
441,343,12
1241,827,5
936,1349,9
549,182,66
419,1128,25
1119,560,6
681,721,25
596,1035,45
1150,1139,25
691,360,8
397,1072,5
203,116,36
609,883,66
1091,289,78
1055,906,50
337,484,5
42,658,12
340,751,25
754,763,53
295,1186,25
694,127,5
1238,363,12
1487,241,5
136,431,25
117,127,5
930,360,6
314,657,5
235,1136,12
134,484,5
1063,944,25
480,110,9
517,53,5
556,780,25
852,881,5
309,167,5
509,299,71
1348,172,5
479,167,5
94,331,9
867,749,9
525,227,66
900,1547,25
872,989,8
806,1057,25
134,360,6
658,921,25
896,1194,75
649,1141,25
439,762,5
673,230,25
1198,160,46
1525,1164,5
649,1471,25
1117,1072,5
421,1470,9
1050,1147,25
1419,226,8
1323,936,12
771,26,25
1313,1304,9
1021,837,9
1026,974,34
1126,952,66
754,463,45
609,32,25
34,762,5
1020,1470,9
626,1293,66
62,355,66
50,798,9
1186,680,53
390,253,25
314,1363,25
288,167,53
811,1027,53
1239,898,75
156,1479,9
172,110,5
1324,1159,77
1215,753,63
295,916,51
824,355,8
87,1009,34
1366,1332,8
147,202,25
510,99,5
202,1006,25
1038,406,5
900,882,5
543,1164,5
1049,867,5
737,312,12
713,1135,25
860,352,25
1194,1057,25
1152,1194,75
491,1405,12
448,409,5
840,653,25
665,259,5
304,395,66
480,5,60
888,632,66
1359,737,64
583,265,5
635,1444,66
1198,636,46
388,397,5
555,1041,25
1552,159,25
312,906,34
1014,1262,61
1057,855,73
1412,5,5
172,1536,5
549,475,25
553,310,45
48,1510,51
185,1123,25
721,798,9
1066,298,80
52,169,66
952,801,5
1260,1017,25
932,597,9
1202,1136,5
544,936,25
1295,914,6
256,15,58
1194,1536,5
1188,628,41
158,511,25
881,103,75
90,1377,25
1188,227,9
314,315,5
275,1079,25
945,199,49
331,1213,66
89,221,25
1172,1377,9
89,961,9
134,523,25
566,1502,66
133,1157,25
271,105,5
168,1362,25
898,936,31
623,772,25
1153,60,5
1094,619,68
636,1440,25
1326,1484,25
439,5,5
60,679,5
933,680,25
472,1122,25
628,824,75
181,1141,25
921,1240,78
197,124,25
1460,990,66
1021,1470,9
181,1389,25
5,194,5
1397,923,75
1250,124,5
1014,204,66
340,873,25
930,968,9
874,1159,77
1147,1389,25
477,301,50
1248,1064,9
1004,368,25
339,1412,9
945,757,25
911,306,25
948,517,12
1109,1222,5
909,1470,9
549,1446,66
322,729,12
441,1328,25
847,802,25
68,991,64
502,824,75
62,204,66
153,679,12
148,369,25
1196,845,9
70,366,66
683,137,25
80,725,25
1521,560,8
1192,910,60
243,69,5
436,443,25
1335,856,25
800,749,5
298,1471,53
227,480,25
626,412,5
37,708,25
1188,1322,9
1110,943,12
1337,1292,12
963,961,9
982,484,5
566,109,25
1159,835,25
654,856,75
38,512,75
1174,218,44
352,709,25
179,841,66
369,1461,5
133,515,25
1223,99,5
156,144,75
700,482,25
1407,59,64
856,67,63
49,884,46
492,485,25
824,713,53
1345,1201,80
1450,1075,12
698,508,25
143,89,5
444,1491,12
289,278,47
526,876,25
1386,673,25
857,259,5
931,713,53
91,167,25
874,5,5
446,1120,9
1148,772,25
464,1049,25
867,512,75
294,468,25
438,635,66
289,1222,9
1045,921,25
1066,905,25
1185,1416,9
832,968,5
462,564,20
580,914,6
1157,889,25
1293,1441,66
1539,181,25
271,455,9
623,27,5
1286,977,9
623,286,5
47,786,9
33,1004,66
1141,1370,53
60,947,25
562,1168,5
850,360,8
378,564,14
473,508,66
956,1369,5
368,761,25
1350,840,51
80,1159,77
380,325,25
180,94,6
1411,1380,5
990,789,9
933,825,5
362,597,9
201,47,5
362,109,5
1368,1107,25
1275,1317,5
1547,988,5
713,176,5
522,1119,25
968,403,6
953,983,51
1189,1304,9
134,961,9
1062,27,5
872,1235,25
1138,183,12
352,1047,25
750,360,8
1378,183,9
477,366,9
459,462,5
1360,488,25
1138,1230,12
643,1384,9
475,556,25
299,971,63
867,81,5
1137,888,6
459,961,9
133,431,25
551,670,25
921,700,53
182,655,66
1311,889,75
1311,50,75
1139,980,80
1286,1329,68
421,988,5
1040,914,8
862,671,25
392,888,6
1139,971,63
24,1136,5
1407,786,25
245,722,12
1202,210,46
609,84,25
162,1057,25
525,1131,66
1335,408,57
36,824,25
568,567,25
97,1035,33
911,654,25
927,1208,9
855,274,73
941,510,9
354,384,53
171,543,25
586,117,45
631,1237,31
807,1073,8
926,155,83
171,129,25
721,968,9
706,1335,25
351,623,20
302,874,25
1050,1048,25
526,1171,25
106,1322,9
878,100,25
284,298,53
900,89,5
1340,60,5
296,931,53
651,657,25
1507,1136,5
1455,798,0
895,825,5
1050,5,5
472,555,25
479,849,25
631,1088,25
1040,932,8
1049,84,25
837,374,5
296,915,53
1313,137,5
913,1269,25
462,525,25
1295,1208,9
621,60,75
1438,220,25
895,355,8
965,737,64
50,1136,9
49,658,5
83,1384,9
1066,1322,8
956,597,9
1018,856,0
956,816,5
1112,1107,25
1119,590,25
205,575,25
185,714,25
340,1317,8
1241,314,5
509,117,45
42,931,25
1368,107,25
179,1129,75
336,631,75
525,889,25
282,635,66
1088,201,53
268,612,40
713,760,5
1088,1380,5
159,155,5
1071,1295,25
1311,1458,8
1367,1072,9
718,226,6
296,906,46
67,1194,12
239,248,25
502,28,5
1192,960,9
311,172,5
1045,1064,25
1363,1088,25
134,1392,5
294,1167,25
239,889,25
314,208,5
707,873,25
832,1391,9
123,970,12
459,71,5
459,155,5
1066,571,12
1153,346,5
1322,597,9
426,525,5
598,881,5
930,147,6
384,1102,9
366,1322,9
263,1536,5
951,110,25
1006,527,25
1395,1380,5
745,989,8
415,1147,25
1223,1334,75
989,837,9
1219,766,9
635,100,14
12,124,5
610,32,25
155,94,6
804,1487,16
414,802,25
948,99,5
913,714,25
391,923,5
177,602,25
745,1377,9
177,99,5
1186,253,53
1379,1041,9
829,201,53
307,776,8
401,485,73
150,321,25
1057,412,25
654,887,53
441,926,25
488,103,75
324,553,25
437,1049,53
1304,176,9
53,94,6
42,232,25
16,654,78
284,819,9
608,1256,12
1020,403,6
614,631,25
1023,20,16
667,444,5
1313,1136,9
106,1458,8
1314,50,49
1021,124,9
1250,757,25
431,71,5
162,1539,25
1240,296,80
227,922,25
662,1072,9
620,636,34
568,915,25
151,1332,8
287,109,77
941,374,5
133,583,25
630,990,64
648,1016,3
530,639,12
170,24,5
561,314,25
555,169,34
474,1314,68
900,263,25
798,670,8
1243,1345,12
143,124,5
143,46,5
932,1237,9
147,713,53
547,46,5
870,1337,63
680,1253,25
202,734,25
437,944,53
990,1489,14
526,708,25
1017,1455,3
662,1322,8
861,801,5
734,521,25
1336,717,5
1023,914,6
364,1419,12
1049,1433,5
486,970,25
1305,508,66
913,1005,9
874,46,5
643,1395,75
212,295,76
544,553,12
1188,5,9
1311,190,9
530,762,11
1171,177,25
662,798,9
126,1016,3
1128,805,25
271,508,25
1035,243,9
459,56,25
219,1377,9
654,33,40
369,795,25
658,683,9
290,1366,25
5,1458,8
886,1077,8
439,1154,5
1031,1008,9
880,1321,8
609,515,66
730,560,8
418,324,25
298,389,53
328,551,9
179,455,9
158,409,25
110,1147,75
885,123,63
1064,695,25
574,394,12
893,923,5
1065,827,9
927,306,25
1085,1141,25
1066,38,5
943,774,25
811,521,25
529,673,78
1171,1461,5
287,134,25
1095,458,25
846,717,9
267,1057,50
389,671,66
1180,124,5
933,650,53
883,52,25
1165,27,5
564,225,62
400,544,25
651,1471,25
226,639,25
1027,99,5
610,455,9
391,1332,8
574,1164,5
610,155,5
649,511,25
431,961,9
987,27,5
824,776,6
966,155,5
1017,475,64
770,444,5
603,1536,5
301,1147,31
630,888,8
210,484,5
960,304,9
148,532,8
156,1380,5
1003,458,12
555,922,34
960,57,61
1020,355,8
390,680,25
1485,127,5
1362,1177,25
528,355,8
961,776,8
705,38,5
827,310,45
1394,1453,55
168,47,5
867,1416,5
167,74,13
107,259,5
1324,197,53
494,155,5
528,105,5
284,253,53
33,165,63
321,58,5
321,845,5
895,1222,5
649,796,25
880,60,9
1050,155,5
75,525,25
1194,116,5
593,1029,25
922,845,63
317,839,9
720,774,12
1192,702,9
572,366,66
800,1328,5
1095,1016,3
464,1005,9
344,1016,3
594,388,66
873,1352,25
1237,776,11
259,1129,75
1273,343,25
798,147,6
941,271,25
352,755,25
1189,147,6
253,649,25
603,567,25
304,814,66
1414,1366,25
304,473,66
583,703,25
1016,1001,72
124,522,47
882,214,61
938,155,5
659,1458,6
366,801,5
182,755,25
718,869,12
1035,412,8
962,1298,39
360,1164,9
1398,355,8
949,1164,5
1189,355,8
666,586,12
956,147,6
180,1222,5
933,921,25
526,801,25
838,774,12
525,66,25
403,560,6
730,1304,9
876,94,25
1198,484,9
520,1340,25
579,703,51
1460,574,66
272,94,6
1174,969,9
944,1141,25
100,1097,25
1188,242,9
121,1459,8
520,867,25
605,1127,25
1295,762,9
1046,188,25
1416,650,77
607,653,64
1361,1336,25
623,510,9
232,74,13
456,1380,5
86,406,9
579,384,25
304,378,25
309,560,6
1526,1416,9
246,397,5
657,700,53
753,1017,12
1502,888,6
21,1178,45
1451,1271,12
1389,109,77
1345,1245,34
968,363,25
1422,124,9
970,906,50
1275,1136,5
337,1227,5
522,3,25
1213,1470,9
1186,306,53
522,750,25
239,1159,77
312,1404,25
1502,989,6
155,304,9
1392,1384,9
549,1348,66
389,1141,25
1335,256,64
1186,1006,53
115,294,5
1057,35,25
133,381,25
1019,219,34
1105,934,25
902,227,25
705,232,25
1180,923,9
1179,1384,9
1131,560,6
1006,1340,25
1036,303,63
60,1536,9
56,1400,25
259,1392,5
92,265,5
1258,1366,34
120,1139,25
1439,368,25
1160,455,9
570,486,25
610,938,25
609,530,5
218,938,25
239,944,25
412,1027,53
509,480,34
703,67,63
568,527,25
702,1314,68
1057,536,77
769,654,75
553,1071,25
201,53,75
125,686,12
401,1461,5
59,815,66
216,252,16
1321,467,45
796,450,41
368,387,25
446,403,8
620,242,34
106,248,9
1317,1332,8
341,1536,5
880,315,9
105,27,5
106,889,9
156,314,75
755,805,25
861,117,9
197,927,53
202,1072,6
770,438,66
506,275,5
861,201,53
1319,1416,9
120,301,9
317,1454,9
1192,818,9
286,123,63
1048,221,25
1314,988,5
296,29,46
867,643,75
1188,46,9
662,406,5
1054,1046,43
1019,1223,9
627,1009,34
488,1257,8
212,1073,8
713,203,34
586,1426,25
583,1063,25
1128,379,25
272,659,25
658,762,9
364,183,12
1119,343,25
423,181,5
1186,1063,53
662,914,6
522,388,34
1119,798,5
426,339,9
943,328,64
404,44,5
60,1349,9
418,1057,25
575,605,25
424,1250,25
82,176,25
46,888,6
942,840,75
544,977,12
382,774,25
1282,926,34
932,5,9
437,772,53
724,941,75
378,731,25
755,105,5
162,176,5
397,439,25
990,580,12
930,71,9
1219,520,9
731,845,5
769,1216,5
841,182,66
179,69,9
486,395,25
1250,419,25
755,147,8
221,1370,53
194,444,25
1416,772,53
1186,876,53
708,636,25
133,1168,9
690,776,6
838,1203,66
106,814,66
830,286,5
658,1222,5
654,208,5
1124,798,9
246,44,9
1491,1477,0
1091,636,66
796,1027,53
1479,1552,12
962,400,43
33,496,39
1321,446,25
328,1400,12
1027,86,5
383,1416,5
612,314,5
651,1192,25
394,220,25
610,84,25
597,314,75
77,355,8
1147,1377,9
1337,944,73
410,1222,5
151,81,6
982,1416,5
820,402,8
1404,784,25
72,867,25
339,964,9
1139,724,80
705,81,8
1548,1097,25
922,1347,25
586,497,25
648,1384,59
762,437,25
1337,412,8
549,52,25
494,86,5
683,3,25
106,1159,9
706,465,14
213,1499,25
1479,716,25
1075,766,9
30,366,34
1038,49,5
508,594,25
397,107,45
1050,84,25
120,1154,5
675,1246,75
857,1136,5
1475,1377,9
754,609,53
1504,157,5
1049,246,53
822,464,9
800,122,5
1072,412,8
90,802,25
241,713,53
366,753,63
652,1353,0
875,278,12
208,147,6
950,1237,75
30,1400,25
800,389,6
762,796,8
46,27,5
397,654,75
568,950,25
33,254,44
1016,937,72
294,926,34
829,713,53
28,1131,66
511,1150,25
284,27,53
110,566,66
1271,94,8
703,1137,5
143,1391,9
842,107,45
182,1366,25
566,916,66
933,254,25
1386,172,5
397,1273,25
328,1348,66
1386,658,9
734,827,25
296,651,53
120,53,5
462,216,25
1049,1223,9
274,214,41
1188,155,9
177,1150,25
913,556,25
155,1013,61
394,106,34
463,27,5
463,47,5
702,1413,3
309,544,25
1062,694,25
991,278,12
1048,1321,8
308,923,5
827,950,25
656,27,5
830,950,5
271,275,25
572,952,66
623,1224,5
86,424,9
1260,1335,25
619,988,5
211,922,25
617,148,5
1315,1129,75
227,815,66
623,771,20
282,1250,66
1212,1223,75
573,1240,25
594,801,25
339,269,8
211,1005,60
1386,955,25
5,304,9
1520,681,78
5,374,5
950,1185,9
485,1012,41
1004,1024,25
42,89,12
36,583,25
253,713,53
728,109,5
1213,86,9
116,359,9
977,1135,25
888,1233,25
314,1057,25
911,1089,25
763,829,25
124,1160,75
1444,878,12
905,314,5
842,1027,12
456,972,25
160,884,66
686,1071,25
1055,1223,9
1390,239,53
510,1416,9
315,50,75
307,840,5
1180,374,9
153,483,12
1105,1321,25
286,112,5
590,913,63
492,583,25
1302,122,5
670,44,5
628,1384,75
526,1047,25
197,74,53
1163,1154,5
415,167,53
1521,889,31
92,849,5
570,815,25
968,1444,25
576,1499,25
56,850,25
91,789,25
55,1002,25
605,246,53
568,69,5
18,1136,5
1174,174,44
1003,360,8
351,99,5
1535,284,80
746,1302,5
1375,593,61
869,635,73
95,328,64
195,144,75
1537,561,26
1390,792,53
549,162,25
553,24,5
148,1416,5
683,734,25
106,1337,25
204,578,25
380,752,25
1305,1041,25
736,885,25
106,101,9
509,417,25
508,829,25
681,81,5
1139,970,34
898,235,5
267,737,64
159,844,25
801,511,25
485,46,5
822,1215,9
1336,942,25
1048,71,5
1296,5,20
315,749,5
351,385,34
1438,379,25
1188,58,9
959,1065,12
1345,199,80
486,483,12
1550,1012,14
782,463,45
888,1492,25
1185,472,25
746,1031,25
271,72,25
47,346,5
1457,1021,12
1030,397,5
426,331,9
37,960,83
755,360,8
170,1416,5
994,1035,45
1535,579,25
720,938,25
760,1443,66
690,1037,14
1074,691,45
5,475,25
876,805,25
1064,360,6
731,409,5
559,352,25
1233,573,25
754,700,53
5,1100,14
1487,1072,5
1198,1388,46
1048,1139,25
1379,201,9
1213,1217,5
152,923,5
520,915,25
308,190,12
687,1510,25
499,855,25
1311,1017,9
811,795,25
196,868,0
1378,26,9
70,626,66
1373,1443,25
150,1088,25
911,827,25
479,658,5
905,1433,5
1315,856,75
905,1045,25
745,1332,8
1183,700,25
288,673,25
910,1256,8
286,459,5
827,885,25
1315,1237,75
673,556,9
1031,105,5
80,659,25
1302,715,45
813,441,66
1346,100,8
1268,534,25
801,949,5
667,1328,5
935,1433,5
52,1046,25
441,1453,55
359,1439,9
415,861,25
1250,528,25
34,106,5
842,635,12
750,458,25
739,167,75
201,612,34
1159,1347,25
410,889,25
503,1305,25
1459,582,0
745,5,9
351,366,34
1186,631,53
685,888,6
566,1371,25
744,227,25
911,968,9
151,658,5
1271,574,64
867,581,25
1492,352,25
1250,1489,12
132,110,5
286,3,25
1488,1271,25
274,655,66
711,1332,8
511,659,25
53,1332,8
176,1314,51
282,1136,5
1052,1088,25
1071,417,25
1507,1164,5
472,906,25
106,562,25
240,841,12
1091,41,61
819,105,5
259,172,5
650,41,25
837,282,5
486,1027,53
568,1311,8
218,1002,25
610,41,40
91,913,25
603,1194,25
605,306,25
815,1465,25
49,157,5
604,28,5
604,275,5
1019,884,34
219,484,9
47,1328,5
388,896,9
1014,195,25
171,263,25
1030,961,9
1446,990,66
1414,641,25
459,944,73
1397,412,5
382,969,9
521,776,6
1446,944,73
268,1539,53
508,705,25
76,751,45
298,944,53
464,560,6
860,363,25
400,1311,8
317,1401,25
284,625,80
363,455,6
127,512,75
913,1068,9
1334,1349,9
910,658,5
871,617,5
585,176,46
1048,931,25
906,948,66
855,28,9
487,1190,9
72,1057,25
480,968,9
812,1322,9
665,1384,9
1146,867,5
855,1305,25
308,1164,5
566,1443,66
1170,49,5
152,1016,8
1066,784,12
750,1257,3
97,1479,8
86,282,9
441,1337,25
561,126,25
168,536,77
1390,1363,53
971,147,8
654,244,25
842,1536,5
402,1322,9
1251,389,12
213,938,25
1240,969,5
861,536,77
1386,889,25
76,1488,45
437,72,53
329,952,25
789,122,5
1106,361,76
376,706,25
162,1233,25
1545,281,25
274,1176,41
687,1001,25
134,459,25
724,871,5
479,583,25
288,136,25
911,1340,25
1389,1422,25
1315,46,75
153,112,25
725,1422,25
459,1416,9
883,770,25
133,902,25
86,1164,9
1165,825,5
560,991,73
28,125,66
1462,409,25
296,1366,46
296,256,46
665,46,75
